weibo_id,0
IA54opYvf,0.3555007142857143
IA6oqaq0J,0.22469177777777782
IA891dKpu,0.203917
IA8f57lsy,0.000113
IAAeAtA5R,0.005061
IABqigt4L,0.89598
IABwsBRSf,0.5216991666666667
IAGmx7z1A,0.23458912903225812
IAIXYzHsT,0.42898033333333335
IAJxlq8LX,0.032627461538461536
IAKDr9FD0,0.004091
IAKbYu6mN,0.332112
IAKfqacbb,0.010776
IAKr0uOfE,0.002418
IASJHfrqD,0.000654
IASLQfHFA,0.045357999999999996
IASSwdfAW,0.9401226666666666
IAT0SxBnM,0.017705333333333333
IATBksJsM,0.99871
IAToSjMaj,0.017362666666666665
IATs6D4eP,0.2019547142857143
IAeDskjlT,0.32380000000000003
IAgx48lov,0.008128
IAhwv2P1J,0.208493
IAiAdB19A,0.018808
IAiCQ9cxB,0.998966
IAiEC3yKR,0.98381
IAiJu3lPZ,0.000184
IAiQBv8x5,0.805724
IAiUmD7H3,0.6638216666666666
IAijLhrnB,6.1e-05
IAimy7hWG,0.6606956666666667
IAitXB6sj,0.0998113043478261
IAixbC0HC,0.988872
IAoRgku2Y,0.999706
IAq2JkhDM,0.33596716666666665
IArLy9Xg2,0.6836774285714285
IArPa8Tis,0.999013
IArzNep6D,0.46765700000000004
IAzEP8uuG,0.993715
IB2LkA5fn,0.991984
IB2UtEgKJ,0.0024355
IB31ECgdg,0.924367
IB3mKegax,0.47087700000000005
IB9WN3HOE,0.368857
IB9gr2J72,0.411131
IB9oJcfPJ,0.1716575394736842
IBAwfeCZF,0.3577916923076923
IBAzaCX9M,0.003178
IBEC35hxp,0.42581919999999995
IBEJZBAgF,0.097228375
IBENWARuA,0.01299525
IBEre1AVF,0.000403
IBEx5pcWF,0.99853
IBNXQwztS,0.035947
IBO1JCdbl,0.08085
IBO6FbuWj,0.15919248648648643
IBObpbw0D,0.24091425
IBOj4mlmR,0.50481325
IBOnwFxUj,0.520225
IBOrRhZHc,0.0442372602739726
IBXTrcqbV,0.665297962962963
IBY0mglK1,0.7365327272727273
IBYfnm1xo,0.6057233548387096
IBYkn0GH7,0.31880400000000003
IBYrsmDd6,0.058379
IBYuga46G,0.550517
IBYyn9fCp,0.819925
IBcUw0Apf,0.005347
IBcXytoYd,0.9402073333333334
IBcZYirXT,0.37578283333333334
IBd1M0lrd,0.943682
IBd5Krp7U,0.08205520000000001
IBdb1ihQ0,0.52016875
IBdg60NID,0.967698
IBdiMBKBo,0.001678
IBdlee1W1,0.009361999999999999
IBdvC4jBp,0.002441
IBhYU8TTk,0.28471844444444444
IBj7VgURk,0.800624
IBjT32SYN,0.0050501999999999995
IBjWD1vT9,0.975573
IBjcCBc6G,0.4911115
IBk4Pyb9A,0.6176367500000001
IBkPjsRYL,0.4209778571428572
IBkahzSrK,0.1479
IBkhah0HE,0.644957
IBl5H40RQ,0.14933749999999998
IBl9BkBFI,0.48439
IBlcX7nhM,0.007854
IBsReFS0l,0.000564
IBsfSlA8l,2.5e-05
IBtDasOr0,0.005090333333333333
IBtgqDOeW,0.051057166666666674
IBtkF4S5e,0.00831
IBtu5yDTJ,0.5097034375
IBvZobIpS,0.01259942857142857
IC3wVjQgs,0.666225
IC6IvwXhG,0.483281
IC6Zi002g,0.2944852
IC72Vq3Pv,0.2101875
IC7aRqfuH,0.8794215
IC7ducBGw,7.8e-05
ICFXtzCys,0.008721
ICFz0t9dk,0.99574
ICGhOqw2b,0.001473
ICI8Yn9Uf,0.4498144
ICIn1tfCA,0.993627
ICOHX30SF,0.004134
ICRLZemqM,0.012601333333333332
ICRUAi5dP,0.46964
ICRZ0w7W5,0.48079
ICRrzA2nm,0.934216
ICRy18lQW,0.8607658888888889
ICS31Ajmt,0.498921
ICS6M8Nat,0.08177966666666668
ICSbplwB7,0.99981
ICSgC1ATq,0.33207190476190473
ICbCX0Guh,0.128322
ICcit1GNm,0.000645
ICdwAkEi9,0.492423
ICdwKmhBr,0.002976
ICgBUgMLC,0.4315195
ICgGDl03r,0.029646222222222223
ICgLy3qFd,0.000233
ICgNOp4Nt,0.12236
ICpIeAUDN,0.000221
ICpKpCFTP,0.997598
ICpNjhM1i,0.4169067
ICpUEDQlE,0.9891384999999999
ICpY9fVJJ,0.000282
ICq5lph08,0.485288
ICq8Qz4zI,0.1314770909090909
ICqc9nkyP,0.965064
ICqeS6mH4,0.020295999999999998
ICvocCaQS,0.9864890000000001
ICzOvpwRz,0.17812494117647062
ICzpJa6tG,0.726376
ID0UyqCH5,0.7049514
ID13V4oGg,0.838239
ID1azz5g1,0.00217
ID6Bg0SV3,0.069798
IDAB8ygQI,4.2e-05
IDAp18Mtp,0.858982
IDAw47wuF,0.000149
IDLExxDb3,0.000491
IDLQOpEXC,0.33729349999999997
IDLrq4A53,0.023096
IDLyPh7uk,0.5295805
IDQTlBVk8,0.010474
IDUFkvzRJ,0.054792
IDWQii11A,0.999029
IDWnXyupt,0.889846
IDWs9yFSN,0.000903
IDWzAfvc7,0.996245
IDhQFl88x,0.320215
IDi3oCVPU,0.010395
IDiPn2q57,0.984239
IDilnvK5h,0.48029700000000003
IDj7cuuZb,0.010329999999999999
IDjjE1cwr,0.5043985
IDpAhjxFn,0.37510775
IDpuHhdJQ,0.004693
IDqW0gjvN,0.2545165
IDr7Igu9R,0.048347
IDru5ATYK,0.30856052777777776
IDsD8vVC0,0.789911
IDsHCwwve,0.998546
IDsK7mQ0s,0.002473
IE4NFjqtA,0.8126523333333333
IE4ZnjZNh,0.022886666666666666
IEa4vhD8T,0.35406899999999997
IEbk1rUqP,0.0091185
IEcBJdb8l,0.4137345
IEcNE0IWJ,5e-06
InBzJEk2u,0.039693
InEO9DUfB,0.004305
InGl8uWXy,0.999726
InL15Dsvb,0.602135
InNP2yuSN,0.970555
InNuYeTAQ,0.20699679999999998
InOR80mza,0.004675
InOcTb44F,0.001289
Io7lPnABP,0.9779633333333333
IoQO9EcH0,0.4156196486486487
IodZ6iC3o,0.7069293333333334
IoftC4GoY,0.1315981721763085
IogksuNgG,0.00369
IohCIBm8I,0.997713
Iohmovnyx,2e-06
IomhwfXvf,0.32461617142857147
Iopmfea9a,0.26079450000000004
IopzotUvH,0.993667
Ioqq1Bhob,0.053359666666666666
IoxOLC3DK,0.000102
IoyXI19Ir,0.0411375
IoyxzvHSN,0.385371
IpEoXhEH4,0.001732
IpNB93bwp,0.010425
IphuBzBDC,0.876546
IpyR0a60t,0.797471
IpzCqAysc,0.015075
Iq2Kq21nd,0.0036441333333333335
Iq36a6kKw,0.855564
Iq5gg2AfW,0.999872
IqDU6rXwd,0.07866862995951422
IqDmx4i0b,0.2720340128095645
IqES45JIA,0.000219
IqF4N2uhy,0.5002
IqFf0ehtw,0.8965665
IqFiZh1Ou,0.86327
IqFt1iyrN,0.038343666666666665
IqGykd6mN,0.000372
IqHMd4AVM,0.0312245
IqNU8ephV,0.22875733333333337
IqNwSe3N6,0.24853000000000003
IqO78jZml,0.035068782608695656
IqRnpihTW,0.407115
IqX6mEQxB,0.5451853333333334
IqXHegiX5,0.999282
IqY7H8zd7,0.091802
IqYNrF8uK,0.119314
IqYrpD6QO,0.5172144
IqZWYEYTt,0.000305
IqdzQDkSp,0.955333
IqeaFCs41,0.001778
IqeeEDF9l,0.17614311111111108
IqesD2C75,0.053937
IqkD78IZa,0.4330206785714284
IqmxFe5lt,0.024978
Iqnw0sfRA,0.273073
Iquak5Rwi,0.531366
IqvGpEAvj,0.927283
IqvYmcKWm,0.748223
IqwGrva9a,0.000699
IqyrZ6FdQ,0.489869
Ir0UTiX8T,0.290572
Ir0tVpTpz,0.06733
Ir1G3daJM,0.02153941666666667
Ir1ihznn3,0.17999
Ir2qY3IQw,0.0098551
Ir5IXrj4y,0.07655512121212121
Ir5jvdNLI,0.006263
Ir5oy5RJZ,2.6e-06
Ir5vP41oU,0.03137579333333334
Ir6J2cSS0,0.7195072380952381
Ir6OGlLRo,0.866617
Ir6Tps9qB,0.2521125
Ir6aAofQz,0.2544049251968503
Ir6dCBgcj,0.133098
Ir6uxiTb6,0.11947344444444445
Ir7BdkHQV,0.997488
Ir7H3CbA1,0.5483065365010795
Ir7tdc4v3,0.61982575
Ir84TDuyQ,0.3656142857142857
Ir8E6t9Sq,0.2928328
Ir8W8BDGe,0.09658834397163124
Ir8giub0b,0.811411
Ir9BSf9YQ,0.14180066666666666
Ir9FPbO9V,0.25492525
Ir9live3D,0.7696553749999999
Ir9vy6ZHu,0.019874000000000003
IrACOcogu,0.996615
IrAJHd3aT,0.00107
IrANK1UsV,0.835062
IrAYig8gS,0.9368035
IrAfqsYkg,0.999077
IrB3plLFl,0.9405893333333332
IrBRE5L9v,0.021063
IrBqunQ55,0.4823065
IrBuMkxkb,0.18575
IrBywzAM1,0.283751504587156
IrC0suhh5,0.12467628571428571
IrCA97JVL,0.3783836666666667
IrCLLykFb,0.022459
IrCSSnAUt,0.024292
IrCb5ad0g,0.26912233333333335
IrCdz4j0J,0.022099999999999998
IrCh7fMNB,0.003255
IrCq0lzNh,0.24224266666666663
IrCxwifKs,0.137994
IrDciddzg,0.3355971818181818
IrDwcbClU,0.004506
IrDyquSK7,0.0003065
IrHa80KV3,0.002921
IrHem8MfK,0.029495
IrHuOttsQ,0.245045
IrJ88BV2X,0.00017
IrJQQA1fa,0.021175
IrJlU0Bgo,0.981795
IrK7Bxibd,0.01754
IrKAN9NjT,0.2276462
IrKSo870v,0.7802403333333334
IrKZ8dXPF,0.998449
IrLBGcbf0,1e-06
IrLF087rq,0.914916
IrLHBs6ob,0.889157
IrLKxvpyT,0.000162
IrLMKkBt2,0.862467
IrLS6qbPv,0.009671
IrLU5mAFy,0.0023525
IrLWt8Ud4,0.1560361875
IrM35xtBT,0.106257
IrM5ioU21,0.006687
IrMCgBuhV,0.000264
IrMHyyoE9,0.5562285
IrMd71rSh,0.014763
IrMuB9aLQ,0.889746
IrR67tkx4,0.45116850000000003
IrRf9smV3,0.991888
IrRkvhnlh,0.3505952
IrRqk3Ys7,3e-05
IrRsArSIt,8.9e-05
IrSUyq9rS,0.02323033333333333
IrSZ58xqA,0.4098582380952381
IrT23fq3k,0.009221
IrT48m7RH,0.6703298
IrTI4yRg5,0.22649098571428575
IrTPfkQsD,0.802437
IrTRb1cRn,0.07450575
IrTWLj3J4,0.363211
IrTa8pRW1,0.21413366666666667
IrTfO2QmJ,0.000335
IrTl0F2kU,1.0
IrTvLABFJ,0.551829
IrTxU27Ft,0.486217
IrU0e7wnH,0.35203850000000003
IrU58cnKG,0.57085075
IrUqcxOtU,0.11782000000000002
IrVKMx0Gq,0.355192
IrVZPqDSf,0.16698316666666665
IrVuy8N71,0.3687090476190476
IrW5Cqkq2,0.481582
IraAk0Jhk,0.47350200000000003
IraJzwcu4,0.451856
IraXp1L2N,0.9946836666666666
IratRzk8p,0.99459
IravlsHjn,0.37059125000000004
Iraxrvh1c,0.38522325
Irbgi46BL,0.996613
IreS64gmW,0.38512399999999997
Irf0m8xV9,0.27887328571428566
Irf5AC26Y,0.108432
IrfRJn9Qy,0.19806220000000002
IrfoKwhAj,0.07514754545454545
IrgAnyb96,0.6907286666666667
Irgl6bewY,0.004783111111111111
Irh3P6b3h,0.5635418
IrhNvnmFw,0.599067
IrhUD9Lr1,0.4598035
IrhbXtxXK,4.1e-05
Iri6yaYak,1e-06
Iri9A76Tw,0.242116
IriHfsjCm,0.6963999166666666
IriKTvFZA,0.7826355
IriMi8oii,0.993887
IrimuzXT7,0.1330495
IrismDL4C,2.1e-05
Irivzx7vb,0.13285200000000003
Irizv1tmq,0.665087
Irj7qBQgH,0.200146
IrjAgAjsC,0.6539042307692308
IrjpN8UbZ,0.7149099000000001
Irk6YBRrA,0.3217890467289719
IrkF4yX1D,0.541419
IrkZtfbMg,0.00182
IrkfcjLXG,0.17788533333333334
IrkiPbdj4,0.0073625
IrkqqtfQi,0.539105
IrksJd9OU,0.932900375
IrkvZlxws,0.854679
IroEqgkLp,5.1e-05
IroLaqGG1,0.6033223333333333
IroWvCVQP,0.3472429047619047
IrpAIt9f4,7.7e-05
IrpIfkTmg,0.5766372857142857
IrpMSfvMv,0.000145
IrqKmhnBw,0.654557
IrqaJ9xEV,0.410520277108434
IrqnrvO7X,0.5155488787878787
Irr08DfFM,0.006232666666666667
Irr41rHzM,0.00653
IrrDt3FQ8,0.7201053
IrrWo86WY,0.108007
IrriystkH,0.4592893684210526
Irs5t69eX,0.29043066666666667
Irsjc6Vcg,0.999936
IrskTyIMe,0.030851
IrssDsIti,0.003209
Irsu46egP,0.000658
IrszGdsKw,0.454801
IrtFtfcbs,0.009344
Iry03pAIG,0.724939
IryEtbMs3,0.503659
Irz6v0RjH,0.31817807407407406
Irz8L3YmK,0.009948
IrzTc4LTz,0.005924
IrzWf8hJ4,0.922988
IrziMdOtg,0.001932
Irzp3jEJZ,0.014729
Is0mzb10Y,0.47480669565217387
Is105oax1,0.487906
Is155D0E2,0.008557
Is1d11gn7,0.002865
Is1pz24SR,0.9660116666666667
Is1sojimp,0.991662
Is1w0xaha,0.000259
Is2ODF961,0.009839500000000001
Is2h3DpVt,0.002853
Is4GPuPAx,4.9e-05
Is4QVmtIp,4e-05
Is4XVp4xK,0.943805
Is4msgoJc,0.0016865
Is4pMgaCE,0.053695
Is51gg9Y7,0.0
Is56ABaUq,0.005723333333333334
Is5cI1qSR,0.010156
Is5iLjga6,0.064516
IsC4flTCh,0.999544
IsCCyitmT,0.06757
IsCEHfNMD,0.992227
IsCGUlqV3,0.016377
IsClCDZFI,6.7e-05
IsDRV0wVU,0.359923
IsDfq1IOX,0.004351
IsDwjcWjw,0.830109
IsEHkudf3,0.322187
IsELTyZVs,1.8e-05
IsERJgpzb,0.49647
IsExyq1CT,0.992697
IsF7yfhRU,0.1816475
IsFAT0xiq,0.999188
IsFdyArlf,0.2100713125
IsFiYAd55,4.2e-05
IsGH2x0F3,0.000773
IsGI7lk5U,0.18644899999999998
IsGKGAjbb,0.000463
IsGNNhuj5,0.670663
IsGQFu3ok,0.080847
IsGTNgxjK,0.033832
IsGXo508f,0.6177413333333334
IsGZhpDS1,0.006141300000000001
IsGpr2E7r,0.21567592307692307
IsGzQ4DZc,0.998991
IsH4MqbyI,0.07950206666666666
IsHFOD6Ua,0.044736
IsHJoBZgH,0.007671
IsHN8wptl,0.062967
IsHaBcE2v,6e-05
IsHfuniUP,0.3317345
IsHjU2d8y,0.3352713333333333
IsHmhc40Z,0.000247
IsHzr2idO,0.87414
IsLTbtDH9,0.1262904
IsMTtww4t,0.35866766666666666
IsMYm9Hxh,0.216102
IsMgLgKoH,0.573593625
IsN29jCvE,0.323001
IsNdT7huM,0.0018465
IsNiFbVGX,0.906211
IsNsykT77,0.042759
IsOJrkEbj,0.000327
IsOMmrrPo,0.024193
IsOOzgg90,0.11889100000000001
IsOVMorSq,0.999991
IsOZLoHBv,0.24151072093023263
IsPGy1H43,0.992601
IsPJIvRiC,0.036850466666666665
IsPNelctc,0.12808566666666668
IsPQV4rhL,0.729196
IsPUnwBny,0.0248335
IsPbmmATD,0.003733
IsPd4qfyx,0.1791583333333333
IsPo198IB,0.05070366666666667
IsPpNpJj4,0.43936200000000003
IsPrW3MFr,0.219424
IsPvZfYtT,0.0069885
IsQDDzBHW,0.603101
IsQHAcIMw,0.010122
IsQT0tWJT,0.07590050000000001
IsQY6E4E5,0.01008
IsQcHqqRY,0.22468085714285715
IsQpZ0yq9,0.6943192
IsQw3FEDm,0.82446
IsVCC12Jb,0.002101
IsVHFuHuJ,0.008550086956521739
IsVNWnmfR,0.000759
IsVY1CI09,0.018323
IsVcdgvu4,0.000218
IsVfnaLa3,0.023774
IsVi7n0qD,0.002077
IsVsPmTGp,0.000273
IsVwbF4Fl,0.005984000000000001
IsWEbinjh,0.010134
IsWKjy7yX,0.048267
IsWLY8Ol6,0.186599
IsWNn09M5,0.0286535
IsWOVhKmz,0.9420056000000001
IsWTWrgBG,8e-06
IsYAK3mnX,0.682413
IsYVIu7sm,0.8111094999999999
IsYsPyioU,0.001048
IsYv75QCr,0.9701858333333334
IsZ0M19wa,0.001105
IsZ8cn2V2,0.0002788333333333333
IsZJNxs0C,0.0250715
IsZMDBxNj,0.05653419999999999
IsZu7nRcx,0.40838925
IsZzBchqw,0.5364467142857142
IsbiR0jCa,0.4988547142857143
Isc0PrMOc,0.026433
IscOzeYbH,0.011452
IscS5hWNJ,0.000475
Isd2fz1M6,0.001524
Isd3NAhJN,0.061256
Isda30kyN,0.7328195
Isddx2wgS,0.08935854838709678
Isdtvc7ll,0.002597
IsdvK4ssZ,0.1677354
IsdypzNt2,0.2407879327731092
Ise3AEOpM,0.967377
IseBYn5DF,0.68317925
IsexH2ZtZ,0.5389156666666667
IsjU14xVo,0.001622
IsjXljedU,0.24995966666666666
IskCrETl1,0.33342900000000003
IskZtbdZe,0.58227
IskcQgtPZ,0.00241
IskrTroim,0.5826326666666667
IslMZC1CW,0.00468
IslOI1y6C,0.094767
IslU0yO5R,0.26546443750000004
IsmyPaeMc,0.0019975
Isn1kgkSe,0.7739735714285716
Isn4Ogwkj,0.003339
Isnb7srET,0.017791
Isnk4qZAc,0.001192
IsnplffkM,0.32743425
IsnyhgjBQ,0.1667920833333333
Iso6Aul8S,0.0080535
Iso8ggAxT,0.002476
IsoaODl2p,0.968674
Isocnd3T2,0.0985476
Isofy49UO,8.5e-05
Isok8Cthw,0.000416
IstZJBRDs,0.415704
IsuFgz0fF,0.24449275
IsuXhwzsH,0.18811663636363637
IsuYB36AD,0.009559999999999999
IsubulOWj,0.161051985645933
Isv20le7N,0.5193081428571429
IsvQee3Hi,0.33583199999999996
IsvxAzFCw,0.05710901923076923
Isw6Q0InU,0.933525
IswIqikzx,0.29134928571428576
IswLfwIoa,0.248827
IswNcFPRy,0.125263125
IswPgkjq4,0.000182
IswS44d4X,0.04105275
Iswd9hCBx,0.997585
IswgZ9zHd,0.594112
IswlS3l2W,2e-06
IswtrzLCA,0.999086
Isx5wxuN3,0.64611
IsxcIrvyH,0.058416
Isy9foavg,0.1891366296296296
It06A1QDl,0.31648824999999997
It08cb5MH,0.20802377777777775
It0b1F0NI,0.40637312499999995
It0cnkHcm,0.028125
It0e7s3l0,0.4718388
It0fhg9jP,0.940996
It0h19wD0,0.33821014285714285
It0i9ajHV,0.3337596666666667
It0jc8aue,0.13508433333333333
It0k3k1tH,0.167554
It0m0u9ai,0.8811776428571428
It0nFl1qA,0.6581858333333334
It0psoOwA,0.07290476470588236
It50quseW,0.3317426666666667
It58tjL9e,0.0004655
It5MYmSM6,0.11608844027303755
It5N58R9l,0.3347754
It5bqaASp,0.062837
It7HXAoD5,0.7970979743589744
It7TzpnAu,0.0011616666666666665
It82KwooH,0.07461883333333334
It8B0AlbR,0.002189
It8HrbtAk,0.1044834
It8Qw5w9V,0.0008423333333333333
It8WqeVGr,0.005304666666666666
It8YSogb8,0.11499
It8lqi1ii,0.055946
It90tlHV7,0.78484
It93hqOyb,0.021688
It9Ac7sNJ,0.0
It9Cv5KIK,0.7961481538461539
It9HEcYR7,0.486427
It9Jop8EQ,0.073074
It9Kkkgk4,0.011940933333333332
It9MprEp3,6e-06
It9Oo5WaM,0.000204
It9PxiJqd,0.003666
It9Qz5iIw,0.07959430769230767
It9bM23fC,0.48750350000000003
It9gPbOjB,0.1719200277777778
It9k9qeEi,0.001382
It9nCxHLb,0.00329
It9pebUog,0.998473
It9riF7NI,0.677239
It9tF12zD,0.993988
ItA0PAbbq,0.7827435
ItAO435wI,0.997649
ItARqmeAY,0.002475
ItAVSD77V,0.906352
ItArHgOuv,0.995713
ItB2VClwS,0.340527
ItB6RaPfx,0.26349466666666665
ItB9w27I8,0.26276875
ItBAExLLP,0.940945
ItBD1F2ZF,0.05750575
ItBG9z51a,0.108167
ItBHVs2DI,0.453216
ItBLHe63v,0.2825475934065934
ItBXyFMeI,0.10821576136363639
ItBckCD6e,0.024320666666666668
ItBfYFAup,1.3e-05
ItBjF8riz,0.3374513333333333
ItBmuC6vh,0.0013800000000000002
ItBr1nXLQ,0.620211875
ItBwgEk9B,0.3832695
ItC8Ji8bJ,0.883036
ItGdlAjzG,0.23830782608695653
ItGiwrATu,0.00587748148148148
ItGlqrp95,0.2681236
ItHyju4VO,0.5141674444444444
ItIDbwV74,0.036628
ItIJDEXp1,0.22233200000000003
ItJJB2wUU,0.00020033333333333331
ItJLTslO6,0.297604
ItJNEdOcG,0.3757935714285715
ItJUpdSoi,0.002839
ItJYL0qgv,0.990518
ItK1j5hAw,0.3213495
ItK6LagBi,0.798479
ItKBS6HpY,0.054102
ItKEVd3ig,0.106386
